doc_id,token,token_order,lemma,ent_type,tag,dep,pos,is_stop,is_alpha,is_digit,is_punct
0,Janet,0,Janet,PERSON,NNP,compound,PROPN,False,True,False,False
0,L.,1,L.,PERSON,NNP,compound,PROPN,False,False,False,False
0,Yellen,2,Yellen,PERSON,NNP,nsubj,PROPN,False,True,False,False
0,",",3,",",,",",punct,PUNCT,False,False,False,True
0,the,4,the,,DT,det,DET,True,True,False,False
0,Federal,5,Federal,ORG,NNP,compound,PROPN,False,True,False,False
0,Reserve,6,Reserve,ORG,NNP,compound,PROPN,False,True,False,False
0,chairwoman,7,chairwoman,,NN,appos,NOUN,False,True,False,False
0,",",8,",",,",",punct,PUNCT,False,False,False,True
0,testified,9,testify,,VBD,ROOT,VERB,False,True,False,False
0,that,10,that,,IN,mark,SCONJ,True,True,False,False
0,a,11,a,,DT,det,DET,True,True,False,False
0,Republican,12,republican,NORP,JJ,amod,ADJ,False,True,False,False
0,proposal,13,proposal,,NN,nsubj,NOUN,False,True,False,False
0,would,14,would,,MD,aux,AUX,True,True,False,False
0,undermine,15,undermine,,VB,ccomp,VERB,False,True,False,False
0,the,16,the,,DT,det,DET,True,True,False,False
0,central,17,central,,JJ,amod,ADJ,False,True,False,False
0,bank,18,bank,,NN,poss,NOUN,False,True,False,False
0,'s,19,'s,,POS,case,PART,True,False,False,False
0,independence,20,independence,,NN,dobj,NOUN,False,True,False,False
0,in,21,in,,IN,prep,ADP,True,True,False,False
0,monetary,22,monetary,,JJ,amod,ADJ,False,True,False,False
0,policy,23,policy,,NN,pobj,NOUN,False,True,False,False
0,.,24,.,,.,punct,PUNCT,False,False,False,True
1,The,0,the,,DT,det,DET,True,True,False,False
1,chairwoman,1,chairwoman,,NN,nsubj,NOUN,False,True,False,False
1,of,2,of,,IN,prep,ADP,True,True,False,False
1,the,3,the,ORG,DT,det,DET,True,True,False,False
1,Federal,4,Federal,ORG,NNP,compound,PROPN,False,True,False,False
1,Reserve,5,Reserve,ORG,NNP,pobj,PROPN,False,True,False,False
1,",",6,",",,",",punct,PUNCT,False,False,False,True
