doc_id,token,token_order,lemma,ent_type,tag,dep,pos,is_stop,is_alpha,is_digit,is_punct
0,Barbara,0,Barbara,PERSON,NNP,compound,PROPN,False,True,False,False
0,Byrne,1,Byrne,PERSON,NNP,nsubj,PROPN,False,True,False,False
0,",",2,",",,",",punct,PUNCT,False,False,False,True
0,one,3,one,CARDINAL,CD,appos,NUM,True,True,False,False
0,of,4,of,,IN,prep,ADP,True,True,False,False
0,the,5,the,,DT,det,DET,True,True,False,False
0,most,6,most,,RBS,advmod,ADV,True,True,False,False
0,accomplished,7,accomplished,,JJ,amod,ADJ,False,True,False,False
0,and,8,and,,CC,cc,CCONJ,True,True,False,False
0,powerful,9,powerful,,JJ,conj,ADJ,False,True,False,False
0,women,10,woman,,NNS,pobj,NOUN,False,True,False,False
0,in,11,in,,IN,prep,ADP,True,True,False,False
0,the,12,the,,DT,det,DET,True,True,False,False
0,banking,13,banking,,NN,compound,NOUN,False,True,False,False
0,industry,14,industry,,NN,pobj,NOUN,False,True,False,False
0,",",15,",",,",",punct,PUNCT,False,False,False,True
0,has,16,have,,VBZ,aux,AUX,True,True,False,False
0,seen,17,see,,VBN,ROOT,VERB,False,True,False,False
0,a,18,a,,DT,det,DET,True,True,False,False
0,lot,19,lot,,NN,dobj,NOUN,False,True,False,False
0,in,20,in,,IN,prep,ADP,True,True,False,False
0,her,21,she,,PRP,pobj,PRON,True,True,False,False
0,more,22,more,DATE,JJR,amod,ADJ,True,True,False,False
0,than,23,than,DATE,IN,quantmod,ADP,True,True,False,False
0,30,24,30,DATE,CD,nummod,NUM,False,False,True,False
0,years,25,year,DATE,NNS,pobj,NOUN,False,True,False,False
0,on,26,on,,IN,prep,ADP,True,True,False,False
0,Wall,27,Wall,,NNP,compound,PROPN,False,True,False,False
0,Street,28,Street,,NNP,pobj,PROPN,False,True,False,False
0,.,29,.,,.,punct,PUNCT,False,False,False,True
1,But,0,but,,CC,cc,CCONJ,True,True,False,False
1,earlier,1,early,DATE,RBR,advmod,ADV,False,True,False,False
1,this,2,this,DATE,DT,det,DET,True,True,False,False
1,month,3,month,DATE,NN,npadvmod,NOUN,False,True,False,False
1,",",4,",",,",",punct,PUNCT,False,False,False,True
1,the,5,the,,DT,det,DET,True,True,False,False
1,vice,6,vice,,NN,compound,NOUN,False,True,False,False
1,chair,7,chair,,NN,nsubj,NOUN,False,True,False,False
1,of,8,of,,IN,prep,ADP,True,True,False,False
1,investment,9,investment,,NN,compound,NOUN,False,True,False,False
